Iteration-1

(Centre , 0 , 0 , Dormant , 25.0) : Stay = 0.0
(North , 2 , 3 , Dormant , 50.0) : Stay = 0.0
(Centre , 2 , 3 , Dormant , 75.0) : Stay = 0.0
(East , 2 , 3 , Dormant , 75.0) : Stay = 0.0
(West , 2 , 3 , Dormant , 75.0) : Stay = 0.0
(South , 2 , 3 , Dormant , 75.0) : Stay = 0.0
(North , 2 , 3 , Dormant , 75.0) : Stay = 0.0
(Centre , 2 , 3 , Dormant , 100.0) : Stay = 0.0
(East , 2 , 3 , Dormant , 100.0) : Stay = 0.0
(West , 2 , 3 , Dormant , 100.0) : Stay = 0.0
(South , 2 , 3 , Dormant , 100.0) : Stay = 0.0
(North , 2 , 3 , Dormant , 100.0) : Stay = 0.0
(Centre , 2 , 3 , Ready , 25.0) : Shoot = -17.5
(East , 2 , 3 , Ready , 25.0) : Shoot = -7.5
(West , 2 , 3 , Ready , 25.0) : Shoot = 2.5
(South , 2 , 3 , Ready , 25.0) : Stay = 0.0
(North , 2 , 3 , Ready , 25.0) : Stay = 0.0
(Centre , 2 , 3 , Ready , 50.0) : Stay = -20.0
(East , 2 , 3 , Ready , 50.0) : Stay = -20.0
(West , 2 , 3 , Ready , 50.0) : Stay = 0.0
(South , 2 , 3 , Ready , 50.0) : Stay = 0.0
(North , 2 , 3 , Ready , 50.0) : Stay = 0.0
(Centre , 2 , 3 , Ready , 75.0) : Stay = -20.0
(East , 2 , 3 , Ready , 75.0) : Stay = -20.0
(West , 2 , 3 , Ready , 75.0) : Stay = 0.0
(South , 2 , 3 , Ready , 75.0) : Stay = 0.0
(North , 2 , 3 , Ready , 75.0) : Stay = 0.0
(Centre , 2 , 3 , Ready , 100.0) : Stay = -20.0
(East , 2 , 3 , Ready , 100.0) : Stay = -20.0
(West , 2 , 3 , Ready , 100.0) : Stay = 0.0
(South , 2 , 3 , Ready , 100.0) : Stay = 0.0
(North , 2 , 3 , Ready , 100.0) : Stay = 0.0
Iteration-2

(Centre , 0 , 0 , Dormant , 25.0) : Stay = -3.9960000000000004
(East , 0 , 0 , Dormant , 25.0) : Hit = -3.1968
(West , 0 , 0 , Dormant , 25.0) : Stay = 0.0
(South , 0 , 0 , Dormant , 25.0) : Stay = -0.5994
(North , 0 , 0 , Dormant , 25.0) : Stay = -0.5994
(Centre , 0 , 0 , Dormant , 50.0) : Stay = -3.9960000000000004
(East , 0 , 0 , Dormant , 50.0) : Hit = -3.1968
(West , 0 , 0 , Dormant , 50.0) : Stay = 0.0
(South , 0 , 0 , Dormant , 50.0) : Stay = -0.5994
(North , 0 , 0 , Dormant , 50.0) : Stay = -0.5994
(Centre , 0 , 0 , Dormant , 75.0) : Stay = -3.9960000000000004
(East , 0 , 0 , Dormant , 75.0) : Stay = -3.9960000000000004
(West , 0 , 0 , Dormant , 75.0) : Stay = 0.0
(South , 0 , 0 , Dormant , 75.0) : Stay = -0.5994
(North , 0 , 0 , Dormant , 75.0) : Stay = -0.5994
(Centre , 0 , 0 , Dormant , 100.0) : Stay = -3.9960000000000004
(East , 0 , 0 , Dormant , 100.0) : Stay = -3.9960000000000004
(West , 0 , 0 , Dormant , 100.0) : Stay = 0.0
(South , 0 , 0 , Dormant , 100.0) : Stay = -0.5994
(North , 0 , 0 , Dormant , 100.0) : Stay = -0.5994
(Centre , 0 , 0 , Ready , 25.0) : Stay = -29.990000000000002
(East , 0 , 0 , Ready , 25.0) : Stay = -29.990000000000002
(West , 0 , 0 , Ready , 25.0) : Stay = 0.0
(South , 0 , 0 , Ready , 25.0) : Stay = -1.4985000000000002
(North , 0 , 0 , Ready , 25.0) : Stay = -1.4985000000000002
(Centre , 0 , 0 , Ready , 50.0) : Stay = -29.990000000000002
(East , 0 , 0 , Ready , 50.0) : Stay = -29.990000000000002
(West , 0 , 0 , Ready , 50.0) : Stay = 0.0
(South , 0 , 0 , Ready , 50.0) : Stay = -1.4985000000000002
(North , 0 , 0 , Ready , 50.0) : Stay = -1.4985000000000002
(Centre , 0 , 0 , Ready , 75.0) : Stay = -29.990000000000002
(East , 0 , 0 , Ready , 75.0) : Stay = -29.990000000000002
(West , 0 , 0 , Ready , 75.0) : Stay = 0.0
(South , 0 , 0 , Ready , 75.0) : Stay = -1.4985000000000002
(North , 0 , 0 , Ready , 75.0) : Stay = -1.4985000000000002
(Centre , 0 , 0 , Ready , 100.0) : Stay = -29.990000000000002
(East , 0 , 0 , Ready , 100.0) : Stay = -29.990000000000002
(West , 0 , 0 , Ready , 100.0) : Stay = 0.0
(South , 0 , 0 , Ready , 100.0) : Stay = -1.4985000000000002
(North , 0 , 0 , Ready , 100.0) : Stay = -1.4985000000000002
(Centre , 0 , 1 , Dormant , 25.0) : Right = 16.473500000000005
(East , 0 , 1 , Dormant , 25.0) : Shoot = 34.6004
(West , 0 , 1 , Dormant , 25.0) : Shoot = 2.5
(South , 0 , 1 , Dormant , 25.0) : Stay = 3.971025000000001
(North , 0 , 1 , Dormant , 25.0) : Stay = 3.971025000000001
(Centre , 0 , 1 , Dormant , 50.0) : Stay = -3.9960000000000004
(East , 0 , 1 , Dormant , 50.0) : Hit = -3.1968
(West , 0 , 1 , Dormant , 50.0) : Stay = 0.0
(South , 0 , 1 , Dormant , 50.0) : Stay = -0.5994
(North , 0 , 1 , Dormant , 50.0) : Stay = -0.5994
(Centre , 0 , 1 , Dormant , 75.0) : Stay = -3.9960000000000004
(East , 0 , 1 , Dormant , 75.0) : Stay = -3.9960000000000004
(West , 0 , 1 , Dormant , 75.0) : Stay = 0.0
(South , 0 , 1 , Dormant , 75.0) : Stay = -0.5994
(North , 0 , 1 , Dormant , 75.0) : Stay = -0.5994
(Centre , 0 , 1 , Dormant , 100.0) : Stay = -3.9960000000000004
(East , 0 , 1 , Dormant , 100.0) : Stay = -3.9960000000000004
(West , 0 , 1 , Dormant , 100.0) : Stay = 0.0
(South , 0 , 1 , Dormant , 100.0) : Stay = -0.5994
(North , 0 , 1 , Dormant , 100.0) : Stay = -0.5994
(Centre , 0 , 1 , Ready , 25.0) : Shoot = -22.495
(East , 0 , 1 , Ready , 25.0) : Shoot = -8.498999999999999
(West , 0 , 1 , Ready , 25.0) : Shoot = 2.5
(South , 0 , 1 , Ready , 25.0) : Stay = 2.0604375000000004
(North , 0 , 1 , Ready , 25.0) : Stay = 2.0604375000000004
(Centre , 0 , 1 , Ready , 50.0) : Stay = -29.990000000000002
(East , 0 , 1 , Ready , 50.0) : Stay = -29.990000000000002
(West , 0 , 1 , Ready , 50.0) : Stay = 0.0
(South , 0 , 1 , Ready , 50.0) : Stay = -1.4985000000000002
(North , 0 , 1 , Ready , 50.0) : Stay = -1.4985000000000002
(Centre , 0 , 1 , Ready , 75.0) : Stay = -29.990000000000002
(East , 0 , 1 , Ready , 75.0) : Stay = -29.990000000000002
(West , 0 , 1 , Ready , 75.0) : Stay = 0.0
(South , 0 , 1 , Ready , 75.0) : Stay = -1.4985000000000002
(North , 0 , 1 , Ready , 75.0) : Stay = -1.4985000000000002
(Centre , 0 , 1 , Ready , 100.0) : Stay = -29.990000000000002
(East , 0 , 1 , Ready , 100.0) : Stay = -29.990000000000002
(West , 0 , 1 , Ready , 100.0) : Stay = 0.0
(South , 0 , 1 , Ready , 100.0) : Stay = -1.4985000000000002
(North , 0 , 1 , Ready , 100.0) : Stay = -1.4985000000000002
(Centre , 0 , 2 , Dormant , 25.0) : Shoot = 19.24575
(East , 0 , 2 , Dormant , 25.0) : Shoot = 37.64735
(West , 0 , 2 , Dormant , 25.0) : Shoot = 4.373125
(South , 0 , 2 , Dormant , 25.0) : Stay = 3.971025000000001
(North , 0 , 2 , Dormant , 25.0) : Stay = 3.971025000000001
(Centre , 0 , 2 , Dormant , 50.0) : Stay = -3.9960000000000004
(East , 0 , 2 , Dormant , 50.0) : Shoot = 13.42655
(West , 0 , 2 , Dormant , 50.0) : Stay = 0.0
(South , 0 , 2 , Dormant , 50.0) : Stay = -0.5994
(North , 0 , 2 , Dormant , 50.0) : Stay = -0.5994
(Centre , 0 , 2 , Dormant , 75.0) : Stay = -3.9960000000000004
(East , 0 , 2 , Dormant , 75.0) : Stay = -3.9960000000000004
(West , 0 , 2 , Dormant , 75.0) : Stay = 0.0
(South , 0 , 2 , Dormant , 75.0) : Stay = -0.5994
(North , 0 , 2 , Dormant , 75.0) : Stay = -0.5994
(Centre , 0 , 2 , Dormant , 100.0) : Stay = -3.9960000000000004
(East , 0 , 2 , Dormant , 100.0) : Stay = -3.9960000000000004
(West , 0 , 2 , Dormant , 100.0) : Stay = 0.0
(South , 0 , 2 , Dormant , 100.0) : Stay = -0.5994
(North , 0 , 2 , Dormant , 100.0) : Stay = -0.5994
(Centre , 0 , 2 , Ready , 25.0) : Shoot = -21.870625
(East , 0 , 2 , Ready , 25.0) : Shoot = -7.874624999999998
(West , 0 , 2 , Ready , 25.0) : Shoot = 4.373125
(South , 0 , 2 , Ready , 25.0) : Stay = 2.0604375000000004
(North , 0 , 2 , Ready , 25.0) : Stay = 2.0604375000000004
(Centre , 0 , 2 , Ready , 50.0) : Stay = -29.990000000000002
(East , 0 , 2 , Ready , 50.0) : Stay = -29.990000000000002
(West , 0 , 2 , Ready , 50.0) : Stay = 0.0
(South , 0 , 2 , Ready , 50.0) : Stay = -1.4985000000000002
(North , 0 , 2 , Ready , 50.0) : Stay = -1.4985000000000002
(Centre , 0 , 2 , Ready , 75.0) : Stay = -29.990000000000002
(East , 0 , 2 , Ready , 75.0) : Stay = -29.990000000000002
(West , 0 , 2 , Ready , 75.0) : Stay = 0.0
(South , 0 , 2 , Ready , 75.0) : Stay = -1.4985000000000002
(North , 0 , 2 , Ready , 75.0) : Stay = -1.4985000000000002
(Centre , 0 , 2 , Ready , 100.0) : Stay = -29.990000000000002
(East , 0 , 2 , Ready , 100.0) : Stay = -29.990000000000002
(West , 0 , 2 , Ready , 100.0) : Stay = 0.0
(South , 0 , 2 , Ready , 100.0) : Stay = -1.4985000000000002
(North , 0 , 2 , Ready , 100.0) : Stay = -1.4985000000000002
(Centre , 0 , 3 , Dormant , 25.0) : Shoot = 19.24575
(East , 0 , 3 , Dormant , 25.0) : Shoot = 37.64735
(West , 0 , 3 , Dormant , 25.0) : Shoot = 4.373125
(South , 0 , 3 , Dormant , 25.0) : Stay = 3.971025000000001
(North , 0 , 3 , Dormant , 25.0) : Stay = 3.971025000000001
(Centre , 0 , 3 , Dormant , 50.0) : Stay = -3.9960000000000004
(East , 0 , 3 , Dormant , 50.0) : Shoot = 13.42655
(West , 0 , 3 , Dormant , 50.0) : Stay = 0.0
(South , 0 , 3 , Dormant , 50.0) : Stay = -0.5994
(North , 0 , 3 , Dormant , 50.0) : Stay = -0.5994
(Centre , 0 , 3 , Dormant , 75.0) : Stay = -3.9960000000000004
(East , 0 , 3 , Dormant , 75.0) : Stay = -3.9960000000000004
(West , 0 , 3 , Dormant , 75.0) : Stay = 0.0
(South , 0 , 3 , Dormant , 75.0) : Stay = -0.5994
(North , 0 , 3 , Dormant , 75.0) : Stay = -0.5994
(Centre , 0 , 3 , Dormant , 100.0) : Stay = -3.9960000000000004
(East , 0 , 3 , Dormant , 100.0) : Stay = -3.9960000000000004
(West , 0 , 3 , Dormant , 100.0) : Stay = 0.0
(South , 0 , 3 , Dormant , 100.0) : Stay = -0.5994
(North , 0 , 3 , Dormant , 100.0) : Stay = -0.5994
(Centre , 0 , 3 , Ready , 25.0) : Shoot = -21.870625
(East , 0 , 3 , Ready , 25.0) : Shoot = -7.874624999999998
(West , 0 , 3 , Ready , 25.0) : Shoot = 4.373125
(South , 0 , 3 , Ready , 25.0) : Stay = 2.0604375000000004
(North , 0 , 3 , Ready , 25.0) : Stay = 2.0604375000000004
(Centre , 0 , 3 , Ready , 50.0) : Stay = -29.990000000000002
(East , 0 , 3 , Ready , 50.0) : Stay = -29.990000000000002
(West , 0 , 3 , Ready , 50.0) : Stay = 0.0
(South , 0 , 3 , Ready , 50.0) : Stay = -1.4985000000000002
(North , 0 , 3 , Ready , 50.0) : Stay = -1.4985000000000002
(Centre , 0 , 3 , Ready , 75.0) : Stay = -29.990000000000002
(East , 0 , 3 , Ready , 75.0) : Stay = -29.990000000000002
(West , 0 , 3 , Ready , 75.0) : Stay = 0.0
(South , 0 , 3 , Ready , 75.0) : Stay = -1.4985000000000002
(North , 0 , 3 , Ready , 75.0) : Stay = -1.4985000000000002
(Centre , 0 , 3 , Ready , 100.0) : Stay = -29.990000000000002
(East , 0 , 3 , Ready , 100.0) : Stay = -29.990000000000002
(West , 0 , 3 , Ready , 100.0) : Stay = 0.0
(South , 0 , 3 , Ready , 100.0) : Stay = -1.4985000000000002
(North , 0 , 3 , Ready , 100.0) : Stay = -1.4985000000000002
(Centre , 1 , 0 , Dormant , 25.0) : Stay = -3.9960000000000004
(East , 1 , 0 , Dormant , 25.0) : Hit = -3.1968
(West , 1 , 0 , Dormant , 25.0) : Stay = 0.0
(South , 1 , 0 , Dormant , 25.0) : Stay = -0.5994
(North , 1 , 0 , Dormant , 25.0) : Stay = -0.5994
(Centre , 1 , 0 , Dormant , 50.0) : Stay = -3.9960000000000004
(East , 1 , 0 , Dormant , 50.0) : Hit = -3.1968
(West , 1 , 0 , Dormant , 50.0) : Stay = 0.0
(South , 1 , 0 , Dormant , 50.0) : Stay = -0.5994
(North , 1 , 0 , Dormant , 50.0) : Stay = -0.5994
(Centre , 1 , 0 , Dormant , 75.0) : Stay = -3.9960000000000004
(East , 1 , 0 , Dormant , 75.0) : Stay = -3.9960000000000004
(West , 1 , 0 , Dormant , 75.0) : Stay = 0.0
(South , 1 , 0 , Dormant , 75.0) : Stay = -0.5994
(North , 1 , 0 , Dormant , 75.0) : Stay = -0.5994
(Centre , 1 , 0 , Dormant , 100.0) : Stay = -3.9960000000000004
(East , 1 , 0 , Dormant , 100.0) : Stay = -3.9960000000000004
(West , 1 , 0 , Dormant , 100.0) : Stay = 0.0
(South , 1 , 0 , Dormant , 100.0) : Stay = -0.5994
(North , 1 , 0 , Dormant , 100.0) : Stay = -0.5994
(Centre , 1 , 0 , Ready , 25.0) : Stay = -29.990000000000002
(East , 1 , 0 , Ready , 25.0) : Stay = -29.990000000000002
(West , 1 , 0 , Ready , 25.0) : Stay = 0.0
(South , 1 , 0 , Ready , 25.0) : Stay = -1.4985000000000002
(North , 1 , 0 , Ready , 25.0) : Stay = -1.4985000000000002
(Centre , 1 , 0 , Ready , 50.0) : Stay = -29.990000000000002
(East , 1 , 0 , Ready , 50.0) : Stay = -29.990000000000002
(West , 1 , 0 , Ready , 50.0) : Stay = 0.0
(South , 1 , 0 , Ready , 50.0) : Stay = -1.4985000000000002
(North , 1 , 0 , Ready , 50.0) : Stay = -1.4985000000000002
(Centre , 1 , 0 , Ready , 75.0) : Stay = -29.990000000000002
(East , 1 , 0 , Ready , 75.0) : Stay = -29.990000000000002
(West , 1 , 0 , Ready , 75.0) : Stay = 0.0
(South , 1 , 0 , Ready , 75.0) : Stay = -1.4985000000000002
(North , 1 , 0 , Ready , 75.0) : Stay = -1.4985000000000002
(Centre , 1 , 0 , Ready , 100.0) : Stay = -29.990000000000002
(East , 1 , 0 , Ready , 100.0) : Stay = -29.990000000000002
(West , 1 , 0 , Ready , 100.0) : Stay = 0.0
(South , 1 , 0 , Ready , 100.0) : Stay = -1.4985000000000002
(North , 1 , 0 , Ready , 100.0) : Stay = -1.4985000000000002
(Centre , 1 , 1 , Dormant , 25.0) : Right = 16.473500000000005
(East , 1 , 1 , Dormant , 25.0) : Shoot = 34.6004
(West , 1 , 1 , Dormant , 25.0) : Shoot = 2.5
(South , 1 , 1 , Dormant , 25.0) : Stay = 3.971025000000001
(North , 1 , 1 , Dormant , 25.0) : Stay = 3.971025000000001
(Centre , 1 , 1 , Dormant , 50.0) : Stay = -3.9960000000000004
(East , 1 , 1 , Dormant , 50.0) : Hit = -3.1968
(West , 1 , 1 , Dormant , 50.0) : Stay = 0.0
(South , 1 , 1 , Dormant , 50.0) : Stay = -0.5994
(North , 1 , 1 , Dormant , 50.0) : Stay = -0.5994
(Centre , 1 , 1 , Dormant , 75.0) : Stay = -3.9960000000000004
(East , 1 , 1 , Dormant , 75.0) : Stay = -3.9960000000000004
(West , 1 , 1 , Dormant , 75.0) : Stay = 0.0
(South , 1 , 1 , Dormant , 75.0) : Stay = -0.5994
(North , 1 , 1 , Dormant , 75.0) : Stay = -0.5994
(Centre , 1 , 1 , Dormant , 100.0) : Stay = -3.9960000000000004
(East , 1 , 1 , Dormant , 100.0) : Stay = -3.9960000000000004
(West , 1 , 1 , Dormant , 100.0) : Stay = 0.0
(South , 1 , 1 , Dormant , 100.0) : Stay = -0.5994
(North , 1 , 1 , Dormant , 100.0) : Stay = -0.5994
(Centre , 1 , 1 , Ready , 25.0) : Shoot = -22.495
(East , 1 , 1 , Ready , 25.0) : Shoot = -8.498999999999999
(West , 1 , 1 , Ready , 25.0) : Shoot = 2.5
(South , 1 , 1 , Ready , 25.0) : Stay = 2.0604375000000004
(North , 1 , 1 , Ready , 25.0) : Stay = 2.0604375000000004
(Centre , 1 , 1 , Ready , 50.0) : Stay = -29.990000000000002
(East , 1 , 1 , Ready , 50.0) : Stay = -29.990000000000002
(West , 1 , 1 , Ready , 50.0) : Stay = 0.0
(South , 1 , 1 , Ready , 50.0) : Stay = -1.4985000000000002
(North , 1 , 1 , Ready , 50.0) : Stay = -1.4985000000000002
(Centre , 1 , 1 , Ready , 75.0) : Stay = -29.990000000000002
(East , 1 , 1 , Ready , 75.0) : Stay = -29.990000000000002
(West , 1 , 1 , Ready , 75.0) : Stay = 0.0
(South , 1 , 1 , Ready , 75.0) : Stay = -1.4985000000000002
(North , 1 , 1 , Ready , 75.0) : Stay = -1.4985000000000002
(Centre , 1 , 1 , Ready , 100.0) : Stay = -29.990000000000002
(East , 1 , 1 , Ready , 100.0) : Stay = -29.990000000000002
(West , 1 , 1 , Ready , 100.0) : Stay = 0.0
(South , 1 , 1 , Ready , 100.0) : Stay = -1.4985000000000002
(North , 1 , 1 , Ready , 100.0) : Stay = -1.4985000000000002
(Centre , 1 , 2 , Dormant , 25.0) : Shoot = 19.24575
(East , 1 , 2 , Dormant , 25.0) : Shoot = 37.64735
(West , 1 , 2 , Dormant , 25.0) : Shoot = 4.373125
(South , 1 , 2 , Dormant , 25.0) : Stay = 3.971025000000001
(North , 1 , 2 , Dormant , 25.0) : Stay = 3.971025000000001
(Centre , 1 , 2 , Dormant , 50.0) : Stay = -3.9960000000000004
(East , 1 , 2 , Dormant , 50.0) : Shoot = 13.42655
(West , 1 , 2 , Dormant , 50.0) : Stay = 0.0
(South , 1 , 2 , Dormant , 50.0) : Stay = -0.5994
(North , 1 , 2 , Dormant , 50.0) : Stay = -0.5994
(Centre , 1 , 2 , Dormant , 75.0) : Stay = -3.9960000000000004
(East , 1 , 2 , Dormant , 75.0) : Stay = -3.9960000000000004
(West , 1 , 2 , Dormant , 75.0) : Stay = 0.0
(South , 1 , 2 , Dormant , 75.0) : Stay = -0.5994
(North , 1 , 2 , Dormant , 75.0) : Stay = -0.5994
(Centre , 1 , 2 , Dormant , 100.0) : Stay = -3.9960000000000004
(East , 1 , 2 , Dormant , 100.0) : Stay = -3.9960000000000004
(West , 1 , 2 , Dormant , 100.0) : Stay = 0.0
(South , 1 , 2 , Dormant , 100.0) : Stay = -0.5994
(North , 1 , 2 , Dormant , 100.0) : Stay = -0.5994
(Centre , 1 , 2 , Ready , 25.0) : Shoot = -21.870625
(East , 1 , 2 , Ready , 25.0) : Shoot = -7.874624999999998
(West , 1 , 2 , Ready , 25.0) : Shoot = 4.373125
(South , 1 , 2 , Ready , 25.0) : Stay = 2.0604375000000004
(North , 1 , 2 , Ready , 25.0) : Stay = 2.0604375000000004
(Centre , 1 , 2 , Ready , 50.0) : Stay = -29.990000000000002
(East , 1 , 2 , Ready , 50.0) : Stay = -29.990000000000002
(West , 1 , 2 , Ready , 50.0) : Stay = 0.0
(South , 1 , 2 , Ready , 50.0) : Stay = -1.4985000000000002
(North , 1 , 2 , Ready , 50.0) : Stay = -1.4985000000000002
(Centre , 1 , 2 , Ready , 75.0) : Stay = -29.990000000000002
(East , 1 , 2 , Ready , 75.0) : Stay = -29.990000000000002
(West , 1 , 2 , Ready , 75.0) : Stay = 0.0
(South , 1 , 2 , Ready , 75.0) : Stay = -1.4985000000000002
(North , 1 , 2 , Ready , 75.0) : Stay = -1.4985000000000002
(Centre , 1 , 2 , Ready , 100.0) : Stay = -29.990000000000002
(East , 1 , 2 , Ready , 100.0) : Stay = -29.990000000000002
(West , 1 , 2 , Ready , 100.0) : Stay = 0.0
(South , 1 , 2 , Ready , 100.0) : Stay = -1.4985000000000002
(North , 1 , 2 , Ready , 100.0) : Stay = -1.4985000000000002
(Centre , 1 , 3 , Dormant , 25.0) : Shoot = 19.24575
(East , 1 , 3 , Dormant , 25.0) : Shoot = 37.64735
(West , 1 , 3 , Dormant , 25.0) : Shoot = 4.373125
(South , 1 , 3 , Dormant , 25.0) : Stay = 3.971025000000001
(North , 1 , 3 , Dormant , 25.0) : Stay = 3.971025000000001
(Centre , 1 , 3 , Dormant , 50.0) : Stay = -3.9960000000000004
(East , 1 , 3 , Dormant , 50.0) : Shoot = 13.42655
(West , 1 , 3 , Dormant , 50.0) : Stay = 0.0
(South , 1 , 3 , Dormant , 50.0) : Stay = -0.5994
(North , 1 , 3 , Dormant , 50.0) : Stay = -0.5994
(Centre , 1 , 3 , Dormant , 75.0) : Stay = -3.9960000000000004
(East , 1 , 3 , Dormant , 75.0) : Stay = -3.9960000000000004
(West , 1 , 3 , Dormant , 75.0) : Stay = 0.0
(South , 1 , 3 , Dormant , 75.0) : Stay = -0.5994
(North , 1 , 3 , Dormant , 75.0) : Stay = -0.5994
(Centre , 1 , 3 , Dormant , 100.0) : Stay = -3.9960000000000004
(East , 1 , 3 , Dormant , 100.0) : Stay = -3.9960000000000004
(West , 1 , 3 , Dormant , 100.0) : Stay = 0.0
(South , 1 , 3 , Dormant , 100.0) : Stay = -0.5994
(North , 1 , 3 , Dormant , 100.0) : Stay = -0.5994
(Centre , 1 , 3 , Ready , 25.0) : Shoot = -21.870625
(East , 1 , 3 , Ready , 25.0) : Shoot = -7.874624999999998
(West , 1 , 3 , Ready , 25.0) : Shoot = 4.373125
(South , 1 , 3 , Ready , 25.0) : Stay = 2.0604375000000004
(North , 1 , 3 , Ready , 25.0) : Stay = 2.0604375000000004
(Centre , 1 , 3 , Ready , 50.0) : Stay = -29.990000000000002
(East , 1 , 3 , Ready , 50.0) : Stay = -29.990000000000002
(West , 1 , 3 , Ready , 50.0) : Stay = 0.0
(South , 1 , 3 , Ready , 50.0) : Stay = -1.4985000000000002
(North , 1 , 3 , Ready , 50.0) : Stay = -1.4985000000000002
(Centre , 1 , 3 , Ready , 75.0) : Stay = -29.990000000000002
(East , 1 , 3 , Ready , 75.0) : Stay = -29.990000000000002
(West , 1 , 3 , Ready , 75.0) : Stay = 0.0
(South , 1 , 3 , Ready , 75.0) : Stay = -1.4985000000000002
(North , 1 , 3 , Ready , 75.0) : Stay = -1.4985000000000002
(Centre , 1 , 3 , Ready , 100.0) : Stay = -29.990000000000002
(East , 1 , 3 , Ready , 100.0) : Stay = -29.990000000000002
(West , 1 , 3 , Ready , 100.0) : Stay = 0.0
(South , 1 , 3 , Ready , 100.0) : Stay = -1.4985000000000002
(North , 1 , 3 , Ready , 100.0) : Stay = -1.4985000000000002
(Centre , 2 , 0 , Dormant , 25.0) : Stay = -3.9960000000000004
(East , 2 , 0 , Dormant , 25.0) : Hit = -3.1968
(West , 2 , 0 , Dormant , 25.0) : Stay = 0.0
(South , 2 , 0 , Dormant , 25.0) : Stay = -0.5994
(North , 2 , 0 , Dormant , 25.0) : Stay = -0.5994
(Centre , 2 , 0 , Dormant , 50.0) : Stay = -3.9960000000000004
(East , 2 , 0 , Dormant , 50.0) : Hit = -3.1968
(West , 2 , 0 , Dormant , 50.0) : Stay = 0.0
(South , 2 , 0 , Dormant , 50.0) : Stay = -0.5994
(North , 2 , 0 , Dormant , 50.0) : Stay = -0.5994
(Centre , 2 , 0 , Dormant , 75.0) : Stay = -3.9960000000000004
(East , 2 , 0 , Dormant , 75.0) : Stay = -3.9960000000000004
(West , 2 , 0 , Dormant , 75.0) : Stay = 0.0
(South , 2 , 0 , Dormant , 75.0) : Stay = -0.5994
(North , 2 , 0 , Dormant , 75.0) : Stay = -0.5994
(Centre , 2 , 0 , Dormant , 100.0) : Stay = -3.9960000000000004
(East , 2 , 0 , Dormant , 100.0) : Stay = -3.9960000000000004
(West , 2 , 0 , Dormant , 100.0) : Stay = 0.0
(South , 2 , 0 , Dormant , 100.0) : Stay = -0.5994
(North , 2 , 0 , Dormant , 100.0) : Stay = -0.5994
(Centre , 2 , 0 , Ready , 25.0) : Stay = -29.990000000000002
(East , 2 , 0 , Ready , 25.0) : Stay = -29.990000000000002
(West , 2 , 0 , Ready , 25.0) : Stay = 0.0
(South , 2 , 0 , Ready , 25.0) : Stay = -1.4985000000000002
(North , 2 , 0 , Ready , 25.0) : Stay = -1.4985000000000002
(Centre , 2 , 0 , Ready , 50.0) : Stay = -29.990000000000002
(East , 2 , 0 , Ready , 50.0) : Stay = -29.990000000000002
(West , 2 , 0 , Ready , 50.0) : Stay = 0.0
(South , 2 , 0 , Ready , 50.0) : Stay = -1.4985000000000002
(North , 2 , 0 , Ready , 50.0) : Stay = -1.4985000000000002
(Centre , 2 , 0 , Ready , 75.0) : Stay = -29.990000000000002
(East , 2 , 0 , Ready , 75.0) : Stay = -29.990000000000002
(West , 2 , 0 , Ready , 75.0) : Stay = 0.0
(South , 2 , 0 , Ready , 75.0) : Stay = -1.4985000000000002
(North , 2 , 0 , Ready , 75.0) : Stay = -1.4985000000000002
(Centre , 2 , 0 , Ready , 100.0) : Stay = -29.990000000000002
(East , 2 , 0 , Ready , 100.0) : Stay = -29.990000000000002
(West , 2 , 0 , Ready , 100.0) : Stay = 0.0
(South , 2 , 0 , Ready , 100.0) : Stay = -1.4985000000000002
(North , 2 , 0 , Ready , 100.0) : Stay = -1.4985000000000002
(Centre , 2 , 1 , Dormant , 25.0) : Right = 16.473500000000005
(East , 2 , 1 , Dormant , 25.0) : Shoot = 34.6004
(West , 2 , 1 , Dormant , 25.0) : Shoot = 2.5
(South , 2 , 1 , Dormant , 25.0) : Stay = 3.971025000000001
(North , 2 , 1 , Dormant , 25.0) : Stay = 3.971025000000001
(Centre , 2 , 1 , Dormant , 50.0) : Stay = -3.9960000000000004
(East , 2 , 1 , Dormant , 50.0) : Hit = -3.1968
(West , 2 , 1 , Dormant , 50.0) : Stay = 0.0
(South , 2 , 1 , Dormant , 50.0) : Stay = -0.5994
(North , 2 , 1 , Dormant , 50.0) : Stay = -0.5994
(Centre , 2 , 1 , Dormant , 75.0) : Stay = -3.9960000000000004
(East , 2 , 1 , Dormant , 75.0) : Stay = -3.9960000000000004
(West , 2 , 1 , Dormant , 75.0) : Stay = 0.0
(South , 2 , 1 , Dormant , 75.0) : Stay = -0.5994
(North , 2 , 1 , Dormant , 75.0) : Stay = -0.5994
(Centre , 2 , 1 , Dormant , 100.0) : Stay = -3.9960000000000004
(East , 2 , 1 , Dormant , 100.0) : Stay = -3.9960000000000004
(West , 2 , 1 , Dormant , 100.0) : Stay = 0.0
(South , 2 , 1 , Dormant , 100.0) : Stay = -0.5994
(North , 2 , 1 , Dormant , 100.0) : Stay = -0.5994
(Centre , 2 , 1 , Ready , 25.0) : Shoot = -22.495
(East , 2 , 1 , Ready , 25.0) : Shoot = -8.498999999999999
(West , 2 , 1 , Ready , 25.0) : Shoot = 2.5
(South , 2 , 1 , Ready , 25.0) : Stay = 2.0604375000000004
